Ride_ID,Date,City,Pickup_Area,Drop_Area,Customer_Age,Customer_Gender,Vehicle_Type,Ride_Distance_KM,Ride_Duration_Min,Fare_Amount,Surge_Multiplier,Payment_Mode,Driver_Rating,Ride_Status,Time_Of_Day
RID00382,2024-01-08 05:40,Ahmedabad,Bopal,Thaltej,21,Female,Bike,22.77,121,277.97,1.0,UPI,,Cancelled,Morning
RID00383,2024-12-13 12:20,Vadodara,Harni,Manjalpur,25,Male,Bike,3.74,19,52.3,1.5,Card,3.9,Completed,Morning
RID00384,2024-08-12 07:59,Surat,Adajan,Rander,55,Male,Bike,3.9,15,42.16,1.2,Cash,4.1,Completed,Evening
RID00385,2024-10-30 09:26,Ahmedabad,Naranpura,Chandkheda,48,Male,Bike,22.11,82,200.68,1.0,Cash,4.4,Completed,Afternoon
RID00386,2024-09-12 19:05,Surat,Udhna,City Light,37,Female,Bike,6.74,27,110.88,2.0,Wallet,,Cancelled,Night
RID00387,2024-11-16 21:13,Ahmedabad,Thaltej,Vastrapur,35,Male,Bike,24.68,158,376.55,1.5,Cash,3.9,Completed,Afternoon
RID00388,2024-05-08 10:39,Ahmedabad,Bopal,Thaltej,47,Male,Bike,4.83,30,57.33,1.0,UPI,3.4,Completed,Night
RID00389,2024-12-12 10:14,Ahmedabad,Thaltej,Bopal,25,Female,Bike,12.64,48,155.83,1.0,Cash,3.8,Completed,Afternoon
RID00390,2024-03-15 06:59,Ahmedabad,Vastrapur,Prahlad Nagar,47,Male,Auto,22.39,83,366.29,1.5,Wallet,,Cancelled,Afternoon
RID00391,2024-02-26 14:29,Rajkot,150 Feet Ring Road,Pedak Road,44,Male,Bike,24.41,100,199.98,1.0,Card,3.6,Completed,Afternoon
RID00392,2024-04-20 18:30,Surat,Udhna,Athwa,47,Female,Auto,24.28,147,254.22,1.0,UPI,,No Show,Afternoon
RID00393,2024-08-01 01:02,Vadodara,Gotri,Sama,48,Male,Bike,14.91,92,305.9,1.5,Wallet,,Cancelled,Evening
RID00394,2024-04-21 04:22,Vadodara,Karelibaug,Fatehgunj,36,Male,Auto,6.77,35,82.32,1.0,UPI,,Cancelled,Night
RID00395,2024-03-11 22:25,Ahmedabad,Prahlad Nagar,Maninagar,29,Female,Auto,21.59,123,299.21,1.0,Wallet,,Cancelled,Afternoon
RID00396,2024-12-16 02:39,Ahmedabad,Satellite,Prahlad Nagar,39,Male,Bike,1.79,8,21.82,1.0,Card,,No Show,Evening
RID00397,2024-10-14 22:49,Ahmedabad,Satellite,Prahlad Nagar,31,Male,Bike,15.86,72,188.56,1.0,Card,,Cancelled,Evening
RID00398,2024-06-29 08:32,Surat,Althan,Vesu,45,Female,Bike,21.91,122,550.61,2.0,UPI,,No Show,Night
RID00399,2024-08-19 19:23,Ahmedabad,Gota,Chandkheda,22,Male,Bike,13.03,78,191.68,1.2,Wallet,,Cancelled,Night
RID00400,2024-04-14 16:40,Ahmedabad,Satellite,Prahlad Nagar,19,Female,Bike,24.0,89,231.74,1.0,Wallet,4.0,Completed,Afternoon
RID00401,2024-09-23 20:21,Surat,Dumas,Katargam,44,Female,Bike,18.71,66,156.75,1.0,Card,,Cancelled,Night
RID00402,2024-04-26 15:23,Vadodara,Harni,Waghodia Road,36,Male,Bike,8.3,32,74.95,1.0,Cash,,Cancelled,Night
RID00403,2024-12-28 22:57,Rajkot,Raiya Road,Pedak Road,27,Male,Bike,23.18,130,210.79,1.0,Cash,,No Show,Afternoon
RID00404,2024-06-25 04:23,Ahmedabad,Navrangpura,Chandkheda,46,Male,Bike,7.25,29,133.14,1.5,Card,,Cancelled,Afternoon
RID00405,2024-05-31 15:57,Ahmedabad,Navrangpura,Prahlad Nagar,36,Male,Bike,23.75,149,190.61,1.0,Wallet,4.3,Completed,Night
RID00406,2024-02-17 10:03,Rajkot,Gondal Road,Pedak Road,30,Male,Bike,17.27,66,179.78,1.0,Card,3.9,Completed,Morning
RID00407,2024-07-03 12:09,Surat,Adajan,Athwa,45,Female,Bike,24.42,114,290.3,1.2,Wallet,4.8,Completed,Night
RID00408,2024-07-31 14:18,Rajkot,Kalawad Road,University Road,28,Female,Auto,8.39,40,107.29,1.5,Wallet,4.5,Completed,Evening
RID00409,2024-10-29 12:05,Surat,City Light,Vesu,18,Female,Bike,8.28,53,172.88,1.5,Card,4.9,Completed,Afternoon
RID00410,2024-10-10 15:02,Vadodara,Manjalpur,Harni,37,Female,Bike,19.13,74,248.57,1.0,Wallet,,No Show,Night
RID00411,2024-09-08 22:41,Vadodara,Gotri,Alkapuri,33,Male,Bike,7.3,46,158.19,2.0,UPI,3.8,Completed,Morning
RID00412,2024-12-21 03:23,Rajkot,Kothariya,Gondal Road,50,Male,Auto,12.53,60,147.45,1.0,Card,,No Show,Evening
RID00413,2024-11-21 11:03,Surat,City Light,Adajan,36,Female,Bike,12.07,67,108.39,1.0,UPI,3.7,Completed,Afternoon
RID00414,2024-12-16 22:44,Surat,Athwa,Vesu,41,Male,Bike,8.74,38,223.73,2.0,Card,,No Show,Afternoon
RID00415,2024-04-06 17:39,Surat,Adajan,Rander,51,Male,Bike,19.69,93,169.62,1.0,Wallet,4.0,Completed,Evening
RID00416,2024-11-01 16:48,Vadodara,Fatehgunj,Manjalpur,39,Male,Auto,12.51,55,110.51,1.0,Card,4.8,Completed,Afternoon
RID00417,2024-02-27 02:01,Ahmedabad,Satellite,Maninagar,48,Female,Bike,17.51,77,153.76,1.0,UPI,3.8,Completed,Afternoon
RID00418,2024-02-19 03:58,Surat,Vesu,Adajan,31,Male,Bike,3.85,16,37.77,1.0,Cash,,Cancelled,Morning
RID00419,2024-02-04 03:52,Rajkot,Kalawad Road,150 Feet Ring Road,55,Male,Bike,23.77,107,312.12,1.0,Cash,4.0,Completed,Afternoon
RID00420,2024-02-24 05:53,Surat,Udhna,Athwa,40,Female,Bike,23.18,145,502.93,2.0,Wallet,3.9,Completed,Morning
RID00421,2024-07-03 22:18,Surat,Althan,Rander,53,Male,Bike,19.27,85,200.3,1.2,UPI,4.0,Completed,Night
RID00422,2024-07-27 09:54,Rajkot,Kothariya,Gondal Road,45,Male,Auto,11.97,68,331.74,2.0,UPI,3.5,Completed,Night
RID00423,2024-03-02 04:25,Vadodara,Vadsar,Manjalpur,43,Male,Bike,17.13,80,307.09,1.5,Cash,,Cancelled,Morning
RID00424,2024-05-22 22:49,Ahmedabad,Gota,Vastrapur,55,Female,Auto,15.28,98,143.59,1.0,Wallet,4.5,Completed,Evening
RID00425,2024-09-11 07:40,Rajkot,Kothariya,Bhaktinagar,26,Male,Auto,7.69,44,67.16,1.0,UPI,,No Show,Night
RID00426,2024-12-04 16:49,Ahmedabad,Satellite,Thaltej,49,Female,Bike,10.18,56,99.93,1.0,Cash,4.5,Completed,Morning
RID00427,2024-08-08 03:24,Rajkot,Kothariya,Pedak Road,46,Female,Bike,9.25,56,112.47,1.5,Wallet,,No Show,Evening
RID00428,2024-03-09 09:45,Vadodara,Karelibaug,Alkapuri,42,Female,Bike,14.36,87,191.11,1.0,UPI,4.0,Completed,Morning
RID00429,2024-10-29 12:39,Vadodara,Waghodia Road,Harni,40,Female,Auto,14.49,57,149.95,1.0,Card,,Cancelled,Night
RID00430,2024-08-07 11:22,Ahmedabad,Navrangpura,Satellite,44,Female,Bike,9.37,53,117.98,1.0,UPI,3.8,Completed,Afternoon
RID00431,2024-01-11 17:20,Surat,Rander,Udhna,20,Female,Bike,3.04,16,26.41,1.0,Wallet,,No Show,Evening
RID00432,2024-09-07 03:44,Vadodara,Sama,Alkapuri,31,Female,Bike,1.53,6,23.73,1.5,Wallet,,No Show,Night
RID00433,2024-05-27 08:03,Rajkot,150 Feet Ring Road,University Road,37,Female,Bike,5.84,31,76.17,1.0,Cash,,Cancelled,Evening
RID00434,2024-11-29 09:32,Ahmedabad,Naranpura,Satellite,37,Female,Bike,2.61,15,33.08,1.2,Card,4.6,Completed,Evening
RID00435,2024-11-17 22:33,Surat,Piplod,Dumas,29,Female,Bike,13.37,73,182.17,1.5,Cash,,No Show,Evening
RID00436,2024-05-03 04:47,Vadodara,Sama,Harni,37,Female,Bike,18.44,67,187.82,1.0,Wallet,,No Show,Night
RID00437,2024-02-28 04:12,Rajkot,Gondal Road,Raiya Road,19,Male,Bike,20.77,112,251.76,1.0,Card,3.8,Completed,Night
RID00438,2024-05-12 08:42,Vadodara,Karelibaug,Harni,53,Male,Bike,16.53,59,159.29,1.0,UPI,,Cancelled,Night
RID00439,2024-03-12 07:07,Vadodara,Alkapuri,Fatehgunj,54,Male,Bike,15.44,94,247.92,1.2,Card,3.8,Completed,Morning
RID00440,2024-04-21 04:06,Vadodara,Fatehgunj,Sama,29,Male,Bike,8.9,46,137.08,1.2,Card,4.9,Completed,Morning
RID00441,2024-08-31 21:15,Vadodara,Akota,Sama,35,Male,Auto,13.8,77,136.61,1.0,Card,,Cancelled,Morning
RID00442,2024-05-09 17:24,Vadodara,Vadsar,Sama,37,Female,Bike,1.84,10,22.35,1.0,UPI,,No Show,Morning
RID00443,2024-06-01 06:55,Surat,Dumas,Piplod,28,Female,Bike,23.26,145,198.68,1.0,Card,,Cancelled,Morning
RID00444,2024-03-23 22:16,Vadodara,Alkapuri,Vadsar,50,Male,Bike,12.31,58,151.47,1.0,Card,,Cancelled,Morning
RID00445,2024-11-24 04:00,Vadodara,Harni,Waghodia Road,43,Male,Auto,17.69,102,419.24,2.0,Card,,Cancelled,Evening
RID00446,2024-06-12 14:30,Rajkot,Aji Dam,Gondal Road,26,Female,Auto,6.99,39,175.85,2.0,Cash,4.6,Completed,Morning
RID00447,2024-01-11 00:59,Rajkot,Raiya Road,Mavdi,53,Male,Bike,9.82,45,161.07,1.2,UPI,,Cancelled,Morning
RID00448,2024-10-17 03:00,Vadodara,Gotri,Vadsar,51,Female,Bike,10.62,50,94.47,1.0,Wallet,3.3,Completed,Afternoon
RID00449,2024-08-08 06:38,Vadodara,Fatehgunj,Sama,31,Female,Auto,23.71,140,230.65,1.0,Cash,3.8,Completed,Afternoon
RID00450,2024-12-16 20:29,Vadodara,Manjalpur,Karelibaug,23,Male,Bike,7.96,34,127.83,1.5,Wallet,3.7,Completed,Afternoon
RID00451,2024-01-27 10:59,Surat,Katargam,Dumas,33,Female,Bike,18.0,102,151.89,1.0,Card,,Cancelled,Afternoon
RID00452,2024-05-13 05:32,Ahmedabad,Navrangpura,Gota,49,Female,Bike,24.46,134,337.75,1.0,Wallet,4.2,Completed,Night
RID00453,2024-08-08 09:57,Surat,Vesu,Piplod,34,Female,Bike,7.25,32,79.72,1.0,Card,4.5,Completed,Night
RID00454,2024-01-28 07:11,Vadodara,Manjalpur,Akota,20,Female,Bike,14.34,89,366.8,2.0,Card,3.4,Completed,Night
RID00455,2024-09-09 03:54,Surat,Dumas,Piplod,27,Male,Auto,1.98,9,45.01,2.0,Card,,Cancelled,Morning
RID00456,2024-01-03 16:49,Ahmedabad,Vastrapur,Gota,54,Male,Bike,19.0,113,380.34,1.5,Wallet,4.2,Completed,Afternoon
RID00457,2024-02-24 10:09,Ahmedabad,Vastrapur,Thaltej,19,Male,Bike,1.62,8,28.29,2.0,Wallet,4.2,Completed,Morning
RID00458,2024-01-25 20:18,Vadodara,Karelibaug,Sama,38,Male,Bike,24.27,132,289.77,1.2,UPI,3.4,Completed,Morning
RID00459,2024-07-25 09:41,Vadodara,Fatehgunj,Karelibaug,27,Male,Bike,6.76,39,69.24,1.2,Card,3.3,Completed,Evening
RID00460,2024-08-31 08:36,Vadodara,Akota,Sama,45,Male,Auto,16.97,101,234.17,1.5,Wallet,4.8,Completed,Afternoon
RID00461,2024-09-10 16:40,Rajkot,Aji Dam,150 Feet Ring Road,51,Male,Bike,3.23,16,46.74,1.2,Card,,Cancelled,Night
RID00462,2024-01-25 17:04,Vadodara,Akota,Fatehgunj,20,Male,Auto,4.57,17,59.63,1.0,Wallet,3.6,Completed,Night
RID00463,2024-04-03 12:02,Vadodara,Fatehgunj,Waghodia Road,23,Female,Auto,7.12,26,86.48,1.5,Card,3.4,Completed,Evening
RID00464,2024-11-05 08:55,Rajkot,Aji Dam,Kothariya,24,Female,Bike,20.39,92,188.94,1.0,UPI,,No Show,Night
RID00465,2024-11-11 11:44,Ahmedabad,Chandkheda,Satellite,43,Female,Auto,16.74,81,265.42,1.2,UPI,3.6,Completed,Morning
RID00466,2024-03-15 20:15,Surat,Athwa,Adajan,45,Male,Bike,20.58,115,270.71,1.0,UPI,4.0,Completed,Afternoon
RID00467,2024-09-05 15:01,Rajkot,Kothariya,150 Feet Ring Road,46,Male,Auto,1.52,6,18.9,1.0,Cash,,Cancelled,Night
RID00468,2024-10-23 19:46,Rajkot,Aji Dam,Bhaktinagar,53,Female,Auto,1.19,6,25.21,2.0,UPI,4.7,Completed,Morning
RID00469,2024-11-27 13:56,Vadodara,Akota,Waghodia Road,48,Male,Bike,18.14,92,249.43,1.2,Wallet,3.5,Completed,Night
RID00470,2024-12-16 10:58,Rajkot,Kothariya,Bhaktinagar,47,Male,Bike,7.91,32,84.07,1.0,Card,4.2,Completed,Morning
RID00471,2024-04-12 05:38,Vadodara,Akota,Vadsar,49,Male,Auto,15.92,69,271.19,2.0,Wallet,3.3,Completed,Night
RID00472,2024-03-30 16:02,Vadodara,Sama,Gotri,22,Female,Bike,2.13,7,21.6,1.0,Wallet,,No Show,Afternoon
RID00473,2024-10-12 08:57,Ahmedabad,Naranpura,Vastrapur,27,Male,Bike,6.38,27,81.09,1.0,UPI,,No Show,Morning
RID00474,2024-09-16 03:10,Vadodara,Karelibaug,Fatehgunj,25,Male,Bike,15.63,94,202.28,1.0,Card,,No Show,Morning
RID00475,2024-07-31 00:15,Surat,Udhna,Althan,48,Female,Bike,4.7,21,41.07,1.0,Card,3.9,Completed,Night
RID00476,2024-04-26 04:51,Surat,Vesu,Katargam,45,Female,Auto,9.66,53,120.94,1.0,Wallet,,Cancelled,Evening
RID00477,2024-06-22 10:25,Vadodara,Waghodia Road,Vadsar,28,Female,Bike,4.49,15,92.01,1.5,UPI,,Cancelled,Morning
RID00478,2024-06-09 11:00,Vadodara,Alkapuri,Gotri,35,Male,Bike,24.34,115,594.13,2.0,Wallet,,No Show,Morning
RID00479,2024-10-02 10:24,Vadodara,Gotri,Harni,26,Female,Bike,22.3,130,338.58,1.2,Cash,3.2,Completed,Night
RID00480,2024-05-03 09:46,Ahmedabad,Thaltej,Naranpura,45,Male,Bike,9.18,49,74.98,1.0,UPI,,No Show,Evening
RID00481,2024-04-30 23:37,Rajkot,Raiya Road,Aji Dam,54,Male,Bike,2.15,11,22.99,1.0,Card,3.9,Completed,Evening
RID00482,2024-08-20 03:09,Rajkot,Raiya Road,150 Feet Ring Road,45,Female,Bike,18.7,71,322.41,1.5,UPI,,No Show,Night
RID00483,2024-05-15 18:31,Ahmedabad,Navrangpura,Prahlad Nagar,45,Female,Auto,6.15,22,137.24,2.0,Wallet,,Cancelled,Afternoon
RID00484,2024-12-21 06:29,Vadodara,Manjalpur,Gotri,48,Male,Bike,18.07,70,400.4,2.0,Cash,,Cancelled,Afternoon
RID00485,2024-07-10 09:18,Rajkot,Gondal Road,Kothariya,49,Male,Bike,9.87,43,132.06,1.5,Cash,3.6,Completed,Morning
RID00486,2024-02-04 01:26,Surat,City Light,Piplod,48,Female,Bike,22.34,92,488.48,2.0,Wallet,4.1,Completed,Morning
RID00487,2024-06-15 02:51,Rajkot,Bhaktinagar,Pedak Road,44,Female,Bike,13.11,64,188.84,1.2,Cash,4.7,Completed,Afternoon
RID00488,2024-10-14 20:07,Vadodara,Vadsar,Harni,53,Male,Bike,18.66,101,228.46,1.0,Cash,,Cancelled,Morning
RID00489,2024-01-10 08:50,Ahmedabad,Naranpura,Thaltej,31,Male,Bike,13.06,46,355.68,2.0,Wallet,,Cancelled,Afternoon
RID00490,2024-07-31 00:55,Ahmedabad,Thaltej,Gota,51,Female,Bike,2.08,12,20.88,1.0,Wallet,,No Show,Night
RID00491,2024-06-06 13:43,Rajkot,Gondal Road,150 Feet Ring Road,28,Male,Bike,5.04,19,63.55,1.0,Card,,No Show,Morning
RID00492,2024-01-27 06:15,Surat,Adajan,Vesu,55,Male,Bike,3.37,13,32.18,1.0,Wallet,,Cancelled,Evening
RID00493,2024-01-10 08:35,Vadodara,Fatehgunj,Vadsar,55,Male,Bike,12.16,57,119.27,1.2,Cash,4.8,Completed,Morning
RID00494,2024-10-02 13:58,Surat,Udhna,Dumas,53,Female,Bike,21.31,106,218.21,1.0,UPI,4.6,Completed,Night
RID00495,2024-11-19 06:37,Ahmedabad,Prahlad Nagar,Maninagar,50,Female,Auto,2.44,15,28.27,1.0,UPI,5.0,Completed,Afternoon
RID00496,2024-04-17 19:32,Surat,Althan,Vesu,38,Female,Bike,10.49,40,129.56,1.0,Card,4.8,Completed,Evening
RID00497,2024-01-02 19:30,Vadodara,Sama,Gotri,18,Male,Bike,6.05,38,48.98,1.0,Cash,4.3,Completed,Evening
RID00498,2024-12-09 14:43,Vadodara,Waghodia Road,Karelibaug,25,Female,Bike,2.95,18,49.94,2.0,Wallet,,No Show,Night
RID00499,2024-12-14 22:22,Rajkot,Bhaktinagar,150 Feet Ring Road,30,Male,Bike,12.1,76,116.98,1.2,Card,4.5,Completed,Morning
RID00500,2024-11-22 12:07,Surat,Rander,Althan,35,Female,Bike,7.74,48,180.13,2.0,Cash,3.4,Completed,Evening
RID00501,2024-09-24 23:50,Surat,City Light,Athwa,35,Male,Bike,4.08,15,55.49,1.0,UPI,,No Show,Morning
RID00502,2024-08-09 13:17,Rajkot,Pedak Road,Kothariya,25,Female,Bike,16.38,103,214.96,1.0,Wallet,,Cancelled,Morning
RID00503,2024-02-11 18:51,Rajkot,Pedak Road,Kalawad Road,19,Male,Auto,7.67,36,91.1,1.2,Wallet,3.4,Completed,Afternoon
RID00504,2024-10-30 20:59,Ahmedabad,Vastrapur,Maninagar,39,Female,Auto,8.46,45,69.09,1.0,Cash,4.6,Completed,Afternoon
RID00505,2024-11-16 14:37,Ahmedabad,Prahlad Nagar,Vastrapur,25,Male,Auto,20.72,104,283.06,1.0,UPI,4.5,Completed,Evening
RID00506,2024-12-12 01:35,Ahmedabad,Chandkheda,Gota,21,Female,Auto,2.49,14,24.42,1.0,Wallet,3.1,Completed,Morning
RID00507,2024-11-13 19:06,Vadodara,Fatehgunj,Karelibaug,39,Male,Auto,19.9,106,246.05,1.2,Wallet,,No Show,Afternoon
RID00508,2024-03-05 20:32,Rajkot,Aji Dam,Mavdi,34,Female,Bike,1.29,7,24.65,1.5,Wallet,4.8,Completed,Morning
RID00509,2024-11-29 11:19,Vadodara,Harni,Karelibaug,55,Male,Auto,4.3,15,42.44,1.0,Cash,4.0,Completed,Afternoon
RID00510,2024-10-13 01:27,Vadodara,Sama,Akota,40,Male,Bike,24.29,122,586.35,2.0,Cash,3.5,Completed,Evening
RID00511,2024-11-11 09:26,Surat,Vesu,Piplod,39,Male,Bike,17.67,113,322.15,1.5,UPI,,Cancelled,Afternoon
RID00512,2024-06-18 23:24,Vadodara,Alkapuri,Waghodia Road,31,Female,Bike,16.33,91,230.13,1.2,Cash,4.0,Completed,Afternoon
RID00513,2024-01-16 06:12,Ahmedabad,Gota,Navrangpura,36,Male,Bike,1.72,6,18.31,1.0,Cash,3.1,Completed,Morning
RID00514,2024-03-11 12:41,Rajkot,150 Feet Ring Road,Bhaktinagar,25,Female,Bike,5.7,22,76.74,1.0,Cash,4.7,Completed,Afternoon
RID00515,2024-03-07 06:12,Rajkot,Kothariya,Mavdi,52,Female,Bike,16.86,106,336.1,1.5,Card,3.2,Completed,Evening
RID00516,2024-01-28 20:50,Rajkot,Aji Dam,Bhaktinagar,35,Male,Bike,19.31,101,282.85,1.5,Wallet,3.7,Completed,Afternoon
RID00517,2024-08-25 05:20,Surat,Vesu,Althan,41,Female,Bike,13.21,76,330.43,2.0,Wallet,4.0,Completed,Morning
RID00518,2024-07-12 18:10,Vadodara,Sama,Karelibaug,41,Female,Bike,6.27,25,65.05,1.0,UPI,3.9,Completed,Morning
RID00519,2024-08-06 14:29,Surat,Vesu,Katargam,45,Female,Bike,9.44,49,125.44,1.2,Card,,No Show,Night
RID00520,2024-09-13 16:34,Vadodara,Vadsar,Sama,23,Female,Bike,5.31,22,89.8,2.0,Cash,3.6,Completed,Night
RID00521,2024-12-15 08:12,Ahmedabad,Satellite,Bopal,26,Female,Bike,14.1,63,281.31,2.0,UPI,4.5,Completed,Evening
RID00522,2024-07-22 07:14,Rajkot,Raiya Road,Bhaktinagar,31,Female,Bike,20.72,119,224.44,1.0,Cash,,Cancelled,Night
RID00523,2024-10-12 00:23,Vadodara,Karelibaug,Vadsar,26,Male,Auto,21.3,101,447.56,2.0,Card,3.9,Completed,Morning
RID00524,2024-01-12 18:50,Ahmedabad,Prahlad Nagar,Gota,20,Male,Bike,11.06,61,166.92,1.2,Cash,3.7,Completed,Evening
RID00525,2024-08-19 20:57,Rajkot,Aji Dam,Bhaktinagar,37,Male,Bike,23.77,87,260.43,1.2,Cash,3.7,Completed,Night
RID00526,2024-05-25 06:14,Ahmedabad,Thaltej,Bopal,36,Male,Auto,12.73,51,171.45,1.0,Wallet,,No Show,Morning
RID00527,2024-08-02 15:47,Ahmedabad,Gota,Naranpura,22,Female,Bike,8.84,55,94.86,1.2,Cash,3.3,Completed,Morning
RID00528,2024-05-21 06:00,Surat,Rander,Katargam,27,Female,Auto,4.81,25,55.44,1.0,UPI,,Cancelled,Night
RID00529,2024-05-27 20:56,Vadodara,Harni,Gotri,47,Female,Bike,22.1,107,272.97,1.5,Card,,No Show,Evening
RID00530,2024-02-18 12:44,Vadodara,Harni,Manjalpur,20,Male,Bike,5.31,28,68.48,1.2,Cash,4.4,Completed,Night
RID00531,2024-02-23 16:49,Rajkot,Pedak Road,Raiya Road,38,Female,Bike,22.81,107,298.61,1.5,Wallet,3.2,Completed,Morning
RID00532,2024-06-24 23:25,Surat,Udhna,Rander,30,Female,Auto,1.64,8,40.99,2.0,UPI,,Cancelled,Morning
RID00533,2024-08-12 04:30,Ahmedabad,Maninagar,Satellite,35,Male,Bike,17.09,83,172.46,1.2,Cash,4.4,Completed,Afternoon
RID00534,2024-03-19 14:22,Ahmedabad,Naranpura,Satellite,29,Male,Bike,3.98,22,33.69,1.0,UPI,4.4,Completed,Afternoon
RID00535,2024-04-13 07:23,Surat,Dumas,Adajan,33,Male,Auto,17.57,84,211.58,1.5,UPI,,Cancelled,Morning
RID00536,2024-12-06 05:46,Ahmedabad,Chandkheda,Navrangpura,28,Male,Bike,20.69,114,192.9,1.0,Wallet,4.6,Completed,Morning
RID00537,2024-02-24 11:20,Ahmedabad,Gota,Chandkheda,29,Male,Bike,5.97,30,62.5,1.2,Wallet,,No Show,Afternoon
RID00538,2024-01-23 02:56,Rajkot,Kalawad Road,Kothariya,31,Female,Bike,6.28,34,74.73,1.0,Card,,Cancelled,Afternoon
RID00539,2024-11-21 22:20,Vadodara,Fatehgunj,Harni,48,Male,Bike,24.02,127,585.03,2.0,Card,3.7,Completed,Afternoon
RID00540,2024-04-29 00:39,Ahmedabad,Naranpura,Prahlad Nagar,25,Female,Bike,16.37,68,300.25,1.5,Cash,,No Show,Night
RID00541,2024-11-02 14:47,Vadodara,Gotri,Fatehgunj,39,Male,Bike,9.99,43,102.44,1.0,Card,3.5,Completed,Morning
RID00542,2024-01-28 21:15,Rajkot,Kalawad Road,Aji Dam,32,Female,Bike,19.01,79,379.73,2.0,Card,3.4,Completed,Night
RID00543,2024-03-05 02:11,Surat,Dumas,Adajan,55,Male,Bike,2.68,10,74.78,2.0,Cash,,Cancelled,Morning
RID00544,2024-08-17 20:12,Ahmedabad,Chandkheda,Thaltej,35,Female,Bike,18.32,77,213.16,1.0,UPI,3.6,Completed,Evening
RID00545,2024-09-03 00:48,Rajkot,Bhaktinagar,Kothariya,42,Female,Bike,11.59,58,245.72,2.0,UPI,,Cancelled,Afternoon
RID00546,2024-07-11 17:38,Rajkot,Aji Dam,Pedak Road,48,Male,Bike,18.44,78,217.63,1.2,Card,,No Show,Afternoon
RID00547,2024-07-31 12:47,Surat,Dumas,Rander,41,Female,Auto,1.1,6,27.17,2.0,Wallet,3.8,Completed,Afternoon
RID00548,2024-06-27 16:45,Rajkot,Aji Dam,Gondal Road,49,Female,Auto,24.82,96,334.11,1.5,UPI,4.9,Completed,Night
RID00549,2024-12-23 21:41,Vadodara,Akota,Gotri,27,Female,Bike,1.83,10,44.8,2.0,Wallet,,Cancelled,Afternoon
RID00550,2024-02-11 16:58,Surat,Udhna,Rander,30,Female,Auto,3.8,14,102.61,2.0,Cash,4.4,Completed,Afternoon
RID00551,2024-11-21 18:49,Vadodara,Sama,Vadsar,40,Male,Bike,8.39,39,221.77,2.0,Card,,No Show,Night
RID00552,2024-12-01 09:46,Surat,Piplod,Udhna,45,Male,Auto,20.59,72,260.31,1.0,Cash,4.0,Completed,Morning
RID00553,2024-04-05 06:03,Rajkot,150 Feet Ring Road,Mavdi,29,Male,Bike,5.37,34,73.48,1.2,Card,,Cancelled,Afternoon
RID00554,2024-09-01 15:43,Vadodara,Karelibaug,Fatehgunj,24,Male,Bike,8.04,37,67.42,1.0,UPI,4.2,Completed,Afternoon
RID00555,2024-08-30 10:38,Rajkot,Kalawad Road,Gondal Road,45,Female,Bike,13.54,47,225.86,1.5,Card,4.9,Completed,Morning
RID00556,2024-01-02 14:55,Rajkot,University Road,Mavdi,43,Male,Bike,10.08,37,133.44,1.0,UPI,,Cancelled,Evening
RID00557,2024-11-22 10:01,Ahmedabad,Thaltej,Maninagar,41,Male,Bike,11.85,65,157.69,1.2,Card,3.0,Completed,Afternoon
RID00558,2024-07-16 09:38,Vadodara,Gotri,Waghodia Road,30,Male,Bike,20.06,91,335.11,1.2,UPI,,No Show,Night
RID00559,2024-12-05 17:15,Surat,Dumas,Vesu,33,Male,Auto,24.69,120,406.8,1.2,Cash,,No Show,Evening
RID00560,2024-12-06 15:57,Ahmedabad,Satellite,Prahlad Nagar,25,Male,Bike,23.3,104,352.24,1.2,Wallet,4.4,Completed,Morning
RID00561,2024-04-24 08:07,Ahmedabad,Gota,Vastrapur,36,Male,Auto,10.05,56,248.24,2.0,UPI,4.6,Completed,Morning
RID00562,2024-06-08 01:37,Ahmedabad,Gota,Vastrapur,52,Male,Bike,9.83,59,135.2,1.2,Wallet,,No Show,Morning
RID00563,2024-06-10 04:52,Vadodara,Vadsar,Akota,36,Male,Auto,16.93,89,175.6,1.0,Wallet,,No Show,Afternoon
RID00564,2024-04-20 15:18,Vadodara,Manjalpur,Vadsar,42,Male,Auto,15.37,68,268.69,2.0,Card,4.3,Completed,Afternoon
RID00565,2024-10-07 12:21,Surat,Rander,Udhna,45,Female,Bike,21.56,122,299.82,1.0,Card,5.0,Completed,Morning
RID00566,2024-10-24 01:54,Vadodara,Akota,Fatehgunj,37,Female,Bike,17.71,72,275.28,1.5,Cash,3.6,Completed,Evening
RID00567,2024-10-21 03:43,Surat,Dumas,Althan,27,Female,Bike,6.03,35,74.84,1.0,Wallet,3.7,Completed,Evening
RID00568,2024-03-17 20:46,Surat,Adajan,Athwa,43,Male,Auto,5.31,19,94.79,1.5,UPI,,Cancelled,Evening
RID00569,2024-11-28 12:17,Ahmedabad,Vastrapur,Prahlad Nagar,46,Female,Bike,17.51,111,436.74,2.0,UPI,4.6,Completed,Night
RID00570,2024-05-20 22:47,Ahmedabad,Satellite,Bopal,24,Male,Auto,16.39,102,133.38,1.0,Wallet,,Cancelled,Morning
RID00571,2024-10-01 16:31,Vadodara,Akota,Sama,22,Male,Bike,8.81,49,120.38,1.5,Cash,3.8,Completed,Afternoon
